Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000167779,IGFBP6,Gene Expression,0.22091167662339867,0.0,0.0,2812,0.47800930321831375,1221
ENSG00000073282,TP63,Gene Expression,0.22015611527695325,0.0,0.0,3401,0.38081619255570515,1281
ENSG00000177954,RPS27,Gene Expression,0.218445403088428,0.0,0.0,23256,2.415072850846674,2870
ENSG00000091409,ITGA6,Gene Expression,0.21769469585304507,0.0,0.0,5079,0.6471671055067768,1715
ENSG00000105372,RPS19,Gene Expression,0.21507985641108512,0.0,0.0,21571,1.8935903447174973,2676
ENSG00000124466,LYPD3,Gene Expression,0.21391890773618172,0.0,0.0,4220,0.31632687447860597,1103
ENSG00000170476,MZB1,Gene Expression,0.21256247535511047,0.0,0.0,2736,0.41294593249959205,1009
ENSG00000184009,ACTG1,Gene Expression,0.21184133966139315,0.0,0.0,29620,3.798190607803251,3187
ENSG00000168542,COL3A1,Gene Expression,0.21163689790797027,0.0,0.0,6407,1.3627178840805834,2212
ENSG00000187514,PTMA,Gene Expression,0.21027493278203305,0.0,0.0,20906,3.2860349169416083,3141
ENSG00000125148,MT2A,Gene Expression,0.2096246921154017,0.0,0.0,9693,1.2992879039060963,2272
ENSG00000211893,IGHG2,Gene Expression,0.20941682484111127,0.0,0.0,1499,0.16734080382472777,500
ENSG00000203785,SPRR2E,Gene Expression,0.20844542517714207,0.0,0.0,4423,0.4950621610352178,1183
ENSG00000137267,TUBB2A,Gene Expression,0.20832222171733422,0.0,0.0,2793,0.26592612315745695,983
ENSG00000164587,RPS14,Gene Expression,0.20686996333907268,0.0,0.0,16294,1.5184554692622316,2484
ENSG00000166710,B2M,Gene Expression,0.20547337190513393,0.0,0.0,78310,10.9991600317997,3618
ENSG00000139629,GALNT6,Gene Expression,0.20397733374770474,0.0,0.0,1605,0.21042510384295957,874
ENSG00000137975,CLCA2,Gene Expression,0.2038067368017502,0.0,0.0,5325,0.46670981985996385,1420
ENSG00000130255,RPL36,Gene Expression,0.20313257368563606,0.0,0.0,19805,1.8188049999754978,2679
ENSG00000149968,MMP3,Gene Expression,0.20262553074017303,0.0,0.0,1158,0.2298171954289253,675
ENSG00000152661,GJA1,Gene Expression,0.20249845070246078,0.0,0.0,8852,0.8625314241665789,1913
ENSG00000204287,HLA-DRA,Gene Expression,0.2023822066250399,0.0,0.0,17514,2.8984708681413487,3016
ENSG00000197956,S100A6,Gene Expression,0.20095228562859516,0.0,0.0,13773,1.4449819406366453,2451
ENSG00000198712,MT-CO2,Gene Expression,0.20085731244492508,0.0,0.0,66539,7.996869960071623,3505
ENSG00000075624,ACTB,Gene Expression,0.19847076681412973,0.0,0.0,38055,5.377049795448556,3362
ENSG00000162572,SCNN1D,Gene Expression,0.19662041820049445,0.0,0.0,384,0.05548604123757769,232
ENSG00000197641,SERPINB13,Gene Expression,0.19633171442201938,0.0,0.0,2167,0.21463961595419362,881
ENSG00000092068,SLC7A8,Gene Expression,0.1961805798862974,0.0,0.0,2328,0.32229121733698374,1040
ENSG00000186468,RPS23,Gene Expression,0.19584756231990486,0.0,0.0,12324,1.0581258965090228,2109
ENSG00000158710,TAGLN2,Gene Expression,0.19574212642002564,0.0,0.0,9011,1.1366549602469616,2275
ENSG00000166670,MMP10,Gene Expression,0.1956862246169865,0.0,0.0,1644,0.20402931259104384,673
ENSG00000073756,PTGS2,Gene Expression,0.1956654711362168,0.0,0.0,867,0.10130229996395643,467
ENSG00000080824,HSP90AA1,Gene Expression,0.19543324259816314,0.0,0.0,13705,2.0123772404865026,2725
ENSG00000163216,SPRR2D,Gene Expression,0.19541458764405686,0.0,0.0,3215,0.32762877826176273,909
ENSG00000140988,RPS2,Gene Expression,0.19540746468892714,0.0,0.0,15035,1.3314732565634968,2371
ENSG00000129451,KLK10,Gene Expression,0.19464334807870265,0.0,0.0,1489,0.15921359021412254,659
ENSG00000134419,RPS15A,Gene Expression,0.19427866800775653,0.0,0.0,12962,1.0770886560887027,2164
